record_id,domain,tld,domain_length,sld_length,num_labels,subdomain_count,digit_count,hyphen_count,entropy,suspicious_keyword_count,brand_token_count,digit_ratio,hyphen_ratio,domain_age_days,rdap_status,dnssec,dns_status,a_count,aaaa_count,mx_count,ns_count,txt_count,cname_count,min_ttl,max_ttl,has_spf,has_dmarc,label,source,source_type,data_quality_status,subdomain_length,max_subdomain_length,special_character_count,special_character_ratio,has_ip_address,has_punycode,has_numeric_subdomain,registrar,registration_country,domain_status,nameserver_count
D005560,unlock-outlook.click,click,20,14,2,0,0,1,3.1087,0,0,0.0,0.05,161,active,0,NOERROR,2,1,0,3,1,1,600,600,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005561,adobe-secure-5381.top,top,21,17,2,0,4,2,3.9754,1,0,0.1905,0.0952,119,active,1,NOERROR,2,0,0,3,2,1,600,1200,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005562,paypal-confirm.online,online,21,14,2,0,0,1,3.6897,1,1,0.0,0.0476,145,active,1,NOERROR,2,1,0,2,0,1,120,240,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005563,secure-microsoft-secure.buzz,buzz,28,23,2,0,0,2,3.6281,1,1,0.0,0.0714,30,active,0,NOERROR,1,1,1,3,2,0,60,60,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005564,outlook-account-7053.vip,vip,24,20,2,0,4,2,3.9183,1,0,0.1667,0.0833,86,active,1,NOERROR,2,0,0,2,1,1,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005565,linkedin-secure-login.top,top,25,21,2,0,0,2,3.8333,2,0,0.0,0.08,105,active,0,NOERROR,2,0,0,2,1,1,120,120,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005566,docusign-password-4733.work,work,27,22,2,0,4,2,4.0323,0,0,0.1481,0.0741,115,active,1,NOERROR,1,1,0,2,1,1,600,2400,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005567,amazon-2854.gov,gov,15,11,2,0,4,1,3.6402,0,1,0.2667,0.0667,6320,active,0,NOERROR,2,2,2,2,7,1,300,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005568,netflix-secure-update.work,work,26,21,2,0,0,2,4.0851,2,1,0.0,0.0769,131,active,1,NOERROR,2,0,1,2,0,0,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005569,stackoverflow-4789.org,org,22,18,2,0,4,1,4.1524,0,0,0.1818,0.0455,3462,active,0,NOERROR,2,1,1,4,8,1,3600,3600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005570,microsoft-1930.jp,jp,17,14,2,0,4,1,3.9698,0,1,0.2353,0.0588,5145,active,1,NOERROR,2,2,0,2,6,0,300,300,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005571,linkedin-verification-74.online,online,31,24,2,0,2,2,3.7324,0,0,0.0645,0.0645,61,active,0,NOERROR,2,0,0,3,2,0,60,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005572,dropbox-4552.gov,gov,16,12,2,0,4,1,3.5778,0,0,0.25,0.0625,5691,active,0,NOERROR,3,1,0,5,7,0,300,300,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005573,secure-adobe-secure.work,work,24,19,2,0,0,2,3.4864,1,0,0.0,0.0833,26,active,0,NOERROR,2,0,0,3,0,0,60,120,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005574,icann-4905.com,com,14,10,2,0,4,1,3.5216,0,0,0.2857,0.0714,8564,active,0,NOERROR,3,1,1,5,3,1,3600,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005575,support-ibm.jp,jp,14,11,2,0,0,1,3.4677,1,0,0.0,0.0714,8311,active,0,NOERROR,4,2,2,3,4,0,3600,14400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005576,docs-stripe.net,net,15,11,2,0,0,1,3.5069,0,0,0.0,0.0667,3437,active,0,NOERROR,2,1,2,2,8,1,1800,7200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005577,stripe-4713.co,co,14,11,2,0,4,1,3.8074,0,0,0.2857,0.0714,5087,active,0,NOERROR,1,1,0,4,2,0,600,1200,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005578,wikipedia-2971.de,de,17,14,2,0,4,1,3.5725,0,0,0.2353,0.0588,3339,active,0,NOERROR,1,0,3,5,5,2,900,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005579,mozilla-3168.io,io,15,12,2,0,4,1,3.5069,0,0,0.2667,0.0667,8730,active,0,NOERROR,3,0,2,4,5,0,1800,3600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005580,amazon-secure-recovery.info,info,27,22,2,0,0,2,3.8101,1,1,0.0,0.0741,73,active,1,NOERROR,2,1,0,2,2,1,120,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005581,adobe-update-account.click,click,26,20,2,0,0,2,3.7483,2,0,0.0,0.0769,159,active,0,NOERROR,1,0,0,3,0,1,120,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005582,dropbox-verification-818.buzz,buzz,29,24,2,0,3,2,4.1852,0,0,0.1034,0.069,49,active,0,NOERROR,1,0,0,2,0,1,60,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005583,oracle-1808.org,org,15,11,2,0,4,1,3.5069,0,0,0.2667,0.0667,7157,active,1,NOERROR,2,2,3,3,5,2,600,1200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005584,mozilla-3292.jp,jp,15,12,2,0,4,1,3.6402,0,0,0.2667,0.0667,6337,active,1,NOERROR,2,1,3,5,8,0,1800,3600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005585,microsoft-1017.org,org,18,14,2,0,4,1,3.6835,0,1,0.2222,0.0556,4466,active,0,NOERROR,4,2,0,5,2,0,900,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005586,apple-424.org,org,13,9,2,0,3,1,3.3927,0,1,0.2308,0.0769,4035,active,1,NOERROR,4,0,3,2,4,1,300,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005587,billing-account-linkedin.info,info,29,24,2,0,0,2,3.6865,1,0,0.0,0.069,59,active,0,NOERROR,1,0,1,2,0,0,60,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005588,linkedin-1162.org,org,17,13,2,0,4,1,3.7345,0,0,0.2353,0.0588,6873,active,0,NOERROR,3,2,1,3,5,2,900,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005589,verify-account-google.info,info,26,21,2,0,0,2,3.8543,2,1,0.0,0.0769,134,active,0,NOERROR,2,0,0,2,2,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005590,billing-account-netflix.vip,vip,27,23,2,0,0,2,3.8842,1,1,0.0,0.0741,82,active,0,NOERROR,2,1,0,2,0,1,60,60,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005591,linkedin-4993.de,de,16,13,2,0,4,1,3.375,0,0,0.25,0.0625,3351,active,1,NOERROR,4,1,0,3,5,0,3600,7200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005592,outlook-billing.buzz,buzz,20,15,2,0,0,1,3.4464,0,0,0.0,0.05,40,active,0,NOERROR,1,0,0,3,2,0,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005593,password-account-apple.top,top,26,22,2,0,0,2,3.7193,1,1,0.0,0.0769,37,active,0,NOERROR,2,0,0,2,2,0,60,120,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005594,microsoft-secure-account.vip,vip,28,24,2,0,0,2,3.8518,2,1,0.0,0.0714,34,active,0,NOERROR,1,1,0,3,1,1,60,60,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005595,cisco-4045.gov,gov,14,10,2,0,4,1,3.3788,0,0,0.2857,0.0714,2742,active,0,NOERROR,2,0,3,3,7,0,1800,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005596,cloud-amazon.edu,edu,16,12,2,0,0,1,3.5,0,1,0.0,0.0625,1163,active,1,NOERROR,2,0,1,5,8,0,3600,7200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005597,stackoverflow-4188.com,com,22,18,2,0,4,1,4.0615,0,0,0.1818,0.0455,2011,active,0,NOERROR,1,2,1,3,2,2,600,600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005598,dropbox-919.org,org,15,11,2,0,3,1,3.3232,0,0,0.2,0.0667,1381,active,1,NOERROR,1,1,3,2,7,1,600,2400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005599,login-amazon-secure.online,online,26,19,2,0,0,2,3.7193,2,1,0.0,0.0769,50,active,1,NOERROR,2,1,0,2,0,0,120,480,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005600,dropbox-verification-818.click,click,30,24,2,0,3,2,4.1232,0,0,0.1,0.0667,68,active,0,NOERROR,2,0,1,3,0,1,120,120,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005601,docusign-login-account.site,site,27,22,2,0,0,2,3.6801,2,0,0.0,0.0741,120,active,0,NOERROR,1,0,0,2,2,0,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005602,linkedin-3030.org,org,17,13,2,0,4,1,3.6169,0,0,0.2353,0.0588,4654,active,0,NOERROR,4,1,2,3,5,2,3600,14400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005603,microsoft-2891.org,org,18,14,2,0,4,1,3.7947,0,1,0.2222,0.0556,3317,active,1,NOERROR,3,0,3,2,2,1,600,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005604,apple-secure-recovery.click,click,27,21,2,0,0,2,3.6303,1,1,0.0,0.0741,55,active,0,NOERROR,2,1,0,3,1,0,300,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005605,recovery-account-icloud.click,click,29,23,2,0,0,2,3.7454,1,0,0.0,0.069,47,active,1,NOERROR,1,1,1,3,2,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005606,paypal-verification-658.xyz,xyz,27,23,2,0,3,2,4.1805,0,1,0.1111,0.0741,107,active,0,NOERROR,1,1,1,2,1,0,300,1200,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005607,adobe-recovery.info,info,19,14,2,0,0,1,3.6421,0,0,0.0,0.0526,109,active,1,NOERROR,1,1,0,3,2,0,60,120,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005608,cisco-1768.org,org,14,10,2,0,4,1,3.5216,0,0,0.2857,0.0714,5003,active,0,NOERROR,4,2,3,3,7,2,900,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005609,amazon-4378.net,net,15,11,2,0,4,1,3.6402,0,1,0.2667,0.0667,3012,active,0,NOERROR,2,2,1,4,6,0,1800,1800,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005610,amazon-3051.in,in,14,11,2,0,4,1,3.5216,0,1,0.2857,0.0714,6112,active,0,NOERROR,4,2,0,2,2,2,3600,3600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005611,stripe-4474.io,io,14,11,2,0,4,1,3.3249,0,0,0.2857,0.0714,8542,active,1,NOERROR,3,0,3,5,2,2,3600,3600,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005612,github-2948.org,org,15,11,2,0,4,1,3.7736,0,0,0.2667,0.0667,7866,active,0,NOERROR,3,1,3,4,2,1,3600,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005613,cloud-icann.co,co,14,11,2,0,0,1,3.182,0,0,0.0,0.0714,1178,active,1,NOERROR,4,0,0,4,8,0,3600,14400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005614,wikipedia-2861.co,co,17,14,2,0,4,1,3.8078,0,0,0.2353,0.0588,1248,active,1,NOERROR,1,2,2,3,2,0,900,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005615,dropbox-4425.de,de,15,12,2,0,4,1,3.5069,0,0,0.2667,0.0667,1173,active,1,NOERROR,3,0,0,3,5,2,1800,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005616,status-amazon.net,net,17,13,2,0,0,1,3.2928,0,1,0.0,0.0588,7563,active,1,NOERROR,3,0,1,4,7,0,300,600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005617,stackoverflow-1804.edu,edu,22,18,2,0,4,1,4.2776,0,0,0.1818,0.0455,1890,active,1,NOERROR,1,2,0,4,6,2,300,300,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005618,api-iana.com,com,12,8,2,0,0,1,3.0221,0,0,0.0,0.0833,4833,active,0,NOERROR,1,1,2,5,5,2,600,1200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005619,stackoverflow-4527.jp,jp,21,18,2,0,4,1,4.2971,0,0,0.1905,0.0476,732,active,1,NOERROR,3,2,1,4,4,1,300,1200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005620,verify-linkedin.buzz,buzz,20,15,2,0,0,1,3.7842,1,0,0.0,0.05,174,active,1,NOERROR,1,1,0,3,2,0,300,300,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005621,stackoverflow-1140.jp,jp,21,18,2,0,4,1,4.2018,0,0,0.1905,0.0476,2461,active,1,NOERROR,3,2,2,5,2,0,600,2400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005622,dropbox-3945.de,de,15,12,2,0,4,1,3.6402,0,0,0.2667,0.0667,1748,active,0,NOERROR,4,2,1,4,4,2,1800,7200,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005623,amazon-confirm-account.buzz,buzz,27,22,2,0,0,2,3.6521,2,1,0.0,0.0741,168,active,1,NOERROR,1,0,1,3,1,1,120,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005624,signin-outlook.work,work,19,14,2,0,0,1,3.5111,1,0,0.0,0.0526,117,active,0,NOERROR,1,0,0,3,1,0,120,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005625,dropbox-verification-72.top,top,27,23,2,0,2,2,3.9862,0,0,0.0741,0.0741,58,active,1,NOERROR,2,0,1,2,0,1,300,300,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005626,apple-verification-640.online,online,29,22,2,0,3,2,3.9094,0,1,0.1034,0.069,64,active,0,NOERROR,1,0,0,3,2,0,300,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005627,dropbox-3282.gov,gov,16,12,2,0,4,1,3.5778,0,0,0.25,0.0625,2946,active,0,NOERROR,1,0,2,3,2,2,900,1800,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005628,netflix-password-account.info,info,29,24,2,0,0,2,4.0473,1,1,0.0,0.069,117,active,0,NOERROR,2,0,0,3,2,1,600,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005629,billing-amazon-secure.buzz,buzz,26,21,2,0,0,2,3.9022,1,1,0.0,0.0769,1,active,0,NOERROR,1,1,0,3,0,1,600,2400,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005630,netflix-signin-account.buzz,buzz,27,22,2,0,0,2,3.9121,2,1,0.0,0.0741,160,active,0,NOERROR,1,1,0,3,2,1,120,480,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005631,microsoft-password-501.xyz,xyz,26,22,2,0,3,2,4.1808,0,1,0.1154,0.0769,139,active,0,NOERROR,1,0,0,2,1,0,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005632,outlook-account-8895.vip,vip,24,20,2,0,4,2,3.835,1,0,0.1667,0.0833,6,active,0,NOERROR,2,0,0,2,2,1,120,480,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005633,mozilla-4710.edu,edu,16,12,2,0,4,1,3.875,0,0,0.25,0.0625,8249,active,0,NOERROR,4,0,3,2,6,2,3600,14400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005634,icloud-login-account.live,live,25,20,2,0,0,2,3.6431,2,0,0.0,0.08,49,active,1,NOERROR,1,1,0,2,1,1,600,1200,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005635,amazon-support.online,online,21,14,2,0,0,1,3.749,1,1,0.0,0.0476,62,active,1,NOERROR,2,0,1,2,0,1,300,300,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005636,dropbox-support.online,online,22,15,2,0,0,1,3.6978,1,0,0.0,0.0455,108,active,0,NOERROR,1,0,0,3,0,1,600,2400,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005637,stackoverflow-2350.com,com,22,18,2,0,4,1,4.1524,0,0,0.1818,0.0455,3739,active,0,NOERROR,4,0,2,4,5,1,300,600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005638,adobe-account-account.work,work,26,21,2,0,0,2,3.5945,1,0,0.0,0.0769,85,active,0,NOERROR,2,0,1,3,0,1,60,240,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005639,ubuntu-365.org,org,14,10,2,0,3,1,3.4677,0,0,0.2143,0.0714,6853,active,0,NOERROR,4,2,3,5,4,2,3600,7200,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005640,stackoverflow-1740.org,org,22,18,2,0,4,1,4.1524,0,0,0.1818,0.0455,3790,active,1,NOERROR,2,2,1,5,3,2,900,900,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005641,adobe-3998.jp,jp,13,10,2,0,4,1,3.5466,0,0,0.3077,0.0769,8037,active,0,NOERROR,3,0,1,2,4,1,600,2400,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005642,adobe-verify-1460.top,top,21,17,2,0,4,2,4.1066,1,0,0.1905,0.0952,80,active,0,NOERROR,2,1,1,3,1,1,120,480,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005643,google-billing-3689.online,online,26,19,2,0,4,2,3.5074,0,1,0.1538,0.0769,83,active,0,NOERROR,1,0,0,3,0,1,600,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005644,verify-account-icloud.info,info,26,21,2,0,0,2,3.8441,2,0,0.0,0.0769,169,active,0,NOERROR,1,0,0,3,1,0,300,600,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005645,status-oracle.net,net,17,13,2,0,0,1,3.4548,0,0,0.0,0.0588,1654,active,0,NOERROR,3,0,2,3,8,1,1800,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005646,amazon-unlock-account.live,live,26,21,2,0,0,2,3.7381,1,1,0.0,0.0769,34,active,0,NOERROR,2,1,0,3,0,0,120,480,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005647,paypal-verification-203.info,info,28,23,2,0,3,2,3.9947,0,1,0.1071,0.0714,19,active,1,NOERROR,2,0,0,2,0,0,600,2400,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005648,paypal-secure-recovery.info,info,27,22,2,0,0,2,3.838,1,1,0.0,0.0741,118,active,0,NOERROR,2,1,0,2,2,0,120,240,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005649,amazon-1887.edu,edu,15,11,2,0,4,1,3.6402,0,1,0.2667,0.0667,7738,active,0,NOERROR,3,2,3,5,6,0,300,1200,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005650,netflix-secure-recovery.vip,vip,27,23,2,0,0,2,3.8525,1,1,0.0,0.0741,14,active,0,NOERROR,1,0,1,3,1,0,60,60,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005651,microsoft-1868.gov,gov,18,14,2,0,4,1,3.7947,0,1,0.2222,0.0556,7607,active,0,NOERROR,1,0,3,4,3,0,1800,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005652,account-docusign-secure.live,live,28,23,2,0,0,2,3.8249,2,0,0.0,0.0714,179,active,0,NOERROR,2,0,0,2,0,0,300,300,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005653,cloudflare-4438.org,org,19,15,2,0,4,1,3.8269,0,0,0.2105,0.0526,7950,active,1,NOERROR,4,0,0,2,2,1,3600,14400,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005654,login-netflix.click,click,19,13,2,0,0,1,3.5369,1,1,0.0,0.0526,106,active,1,NOERROR,1,1,0,2,2,0,600,600,1,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005655,ubuntu-3940.edu,edu,15,11,2,0,4,1,3.3736,0,0,0.2667,0.0667,2513,active,1,NOERROR,3,2,2,2,7,1,600,2400,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005656,status-stripe.in,in,16,13,2,0,0,1,3.2806,0,0,0.0,0.0625,3700,active,1,NOERROR,2,0,2,4,7,1,1800,1800,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005657,oracle-3252.co,co,14,11,2,0,4,1,3.3788,0,0,0.2857,0.0714,3289,active,0,NOERROR,2,1,1,4,4,1,3600,3600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005658,microsoft-secure-recovery.online,online,32,25,2,0,0,2,3.7386,1,1,0.0,0.0625,175,active,0,NOERROR,1,0,0,2,0,0,60,240,0,1,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005659,github-2703.net,net,15,11,2,0,4,1,3.7736,0,0,0.2667,0.0667,8640,active,0,NOERROR,1,2,1,5,2,0,300,600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005660,outlook-login-account.click,click,27,21,2,0,0,2,3.4081,2,0,0.0,0.0741,65,active,0,NOERROR,1,1,0,3,2,1,120,120,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005661,cloud-apple.org,org,15,11,2,0,0,1,3.5069,0,1,0.0,0.0667,2241,active,0,NOERROR,2,2,2,3,6,1,3600,14400,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005662,amazon-2462.in,in,14,11,2,0,4,1,3.3788,0,1,0.2857,0.0714,1256,active,0,NOERROR,3,0,3,5,5,2,300,600,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005663,support-account-apple.click,click,27,21,2,0,0,2,3.7179,2,1,0.0,0.0741,38,active,0,NOERROR,1,0,1,3,2,1,300,600,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005664,confirm-netflix-secure.click,click,28,22,2,0,0,2,3.8249,2,1,0.0,0.0714,127,active,0,NOERROR,1,0,1,2,0,0,600,1200,0,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005665,microsoft-2492.in,in,17,14,2,0,4,1,3.7345,0,1,0.2353,0.0588,1295,active,0,NOERROR,4,1,2,3,6,1,900,3600,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005666,adobe-3594.de,de,13,10,2,0,4,1,3.3927,0,0,0.3077,0.0769,8397,active,0,NOERROR,3,2,0,4,7,2,900,900,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005667,docs-mozilla.co,co,15,12,2,0,0,1,3.3232,0,0,0.0,0.0667,5353,active,0,NOERROR,1,0,3,5,5,2,600,2400,0,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005668,cisco-4946.co,co,13,10,2,0,4,1,3.027,0,0,0.3077,0.0769,3954,active,0,NOERROR,2,0,1,3,6,0,900,1800,0,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,3
D005669,mozilla-4887.de,de,15,12,2,0,4,1,3.6402,0,0,0.2667,0.0667,4365,active,1,NOERROR,4,1,1,5,5,2,900,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
D005670,docs-oracle.jp,jp,14,11,2,0,0,1,3.5216,0,0,0.0,0.0714,3184,active,1,NOERROR,4,2,2,4,4,0,1800,3600,1,0,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,4
D005671,amazon-secure-signin.icu,icu,24,20,2,0,0,2,3.6887,2,1,0.0,0.0833,106,active,0,NOERROR,1,1,0,2,2,0,300,600,1,0,1,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,2
D005672,stackoverflow-2286.org,org,22,18,2,0,4,1,4.0615,0,0,0.1818,0.0455,3077,active,0,NOERROR,4,1,3,5,4,1,600,2400,1,1,0,unknown,unknown,cleaned_and_verified,0,0,0,0.0,0,0,0,,,,5
